Player,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,Non-Penalty xG,xAG,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Shots Total,Shots on target,Shots on target %,Goals/Shot,Goals/Shot on target,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-Ins taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (TO),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (TO),GCA (Sh),GCA (Fld),GCA (Def),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of dribblers tackled,Challenges Lost,Blocks,Shots Blocked,Rival Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won,Position,Age,Country,Club,url,Minutes,DetailedPosition
Oliver Norwood,0.03,0.09,0.12,0.03,0.0,0.0,0.18,0.0,0.05,0.05,0.2,0.25,0.33,8.46,0.9,Shooting,1.17,0.33,28.2%,0.03,0.09,28.2,0.3,0.04,-0.02,-0.02,Passing,51.57,70.61,73.0%,1122.73,434.04,18.94,21.63,87.6%,20.23,24.41,82.9%,11.47,22.2,51.7%,0.23,2.06,7.92,1.67,0.45,Pass Types,61.11,9.08,4.78,0.09,1.97,6.99,0.27,4.03,1.7,2.03,0.06,0.42,0.84,Goal and Shot Creation,4.15,2.42,1.58,0.0,0.09,0.03,0.03,0.27,0.15,0.09,0.0,0.03,0.0,0.0,Defense,2.84,1.94,1.49,1.17,0.18,1.02,2.03,50.0%,1.02,1.11,0.27,0.84,1.97,4.81,2.09,0.0,Possession,80.89,3.05,17.09,45.99,18.35,0.36,80.89,0.42,0.24,57.1%,0.18,42.9%,34.0,120.6,51.75,0.66,0.15,0.72,0.21,47.57,Miscellaneous Stats,0.0,0.78,0.78,0.0,0.0,0.0,0.0,7.83,0.99,1.08,47.8%,MF,32-138,NIR,Sheffield Utd,https://fbref.com/en/players/43439614/Oliver-Norwood,3012,Central Midfield
Jack Robinson,0.13,0.04,0.17,0.13,0.0,0.0,0.17,0.0,0.06,0.06,0.08,0.15,1.06,3.84,0.51,Shooting,0.63,0.25,40.0%,0.2,0.5,16.4,0.0,0.1,0.06,0.06,Passing,38.6,55.62,69.4%,705.43,323.09,16.6,19.77,84.0%,17.02,22.72,74.9%,4.39,11.28,39.0%,0.06,0.76,3.08,0.42,0.21,Pass Types,46.41,9.0,0.89,0.04,0.21,0.76,8.11,0.0,0.0,0.0,0.0,0.21,0.68,Goal and Shot Creation,1.39,0.8,0.46,0.0,0.13,0.0,0.0,0.08,0.04,0.04,0.0,0.0,0.0,0.0,Defense,1.44,0.97,0.84,0.51,0.08,0.84,1.06,80.0%,0.21,1.27,0.84,0.42,1.35,2.79,3.67,0.04,Possession,66.31,5.03,27.75,30.66,8.32,1.18,66.31,0.25,0.13,50.0%,0.04,16.7%,28.09,124.97,72.26,0.25,0.08,0.55,0.34,30.79,Miscellaneous Stats,0.0,1.01,0.8,0.04,0.0,0.0,0.04,6.25,4.43,2.83,61.0%,DF,29-361,ENG,Sheffield Utd,https://fbref.com/en/players/7399c7a8/Jack-Robinson,2131,Left-Back
Ben Osborn,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.12,0.12,0.15,0.27,1.83,3.74,6.27,Shooting,1.22,0.35,28.6%,0.07,0.25,18.3,0.0,0.1,-0.03,-0.03,Passing,36.73,50.05,73.4%,548.36,185.66,22.37,25.24,88.6%,10.79,15.06,71.7%,2.61,6.27,41.7%,0.23,1.22,2.7,2.18,1.39,Pass Types,46.48,3.48,0.35,0.0,0.0,3.92,2.61,0.09,0.09,0.0,0.0,0.09,1.39,Goal and Shot Creation,3.57,2.79,0.09,0.09,0.44,0.17,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.0,Defense,1.48,0.78,0.96,0.52,0.0,0.61,1.04,58.3%,0.44,1.22,0.17,1.04,1.04,2.52,1.57,0.0,Possession,60.41,2.35,11.66,25.68,23.85,2.09,60.41,1.48,0.78,52.9%,0.35,23.5%,30.46,139.79,60.84,1.74,0.0,1.39,1.13,36.64,Miscellaneous Stats,0.0,0.7,0.61,0.17,0.0,0.0,0.0,6.53,0.96,1.13,45.8%,"DF,FW",29-023,ENG,Sheffield Utd,https://fbref.com/en/players/79bc4c45/Ben-Osborn,1034,Left Midfield
Gustavo Hamer,0.24,0.32,0.56,0.24,0.0,0.0,0.13,0.03,0.19,0.19,0.25,0.44,2.02,7.34,2.29,Shooting,2.74,1.04,37.9%,0.09,0.23,24.8,0.51,0.07,0.05,0.05,Passing,35.92,52.86,68.0%,684.66,292.44,16.09,19.33,83.2%,12.76,17.02,75.0%,6.12,13.05,46.8%,0.18,1.94,6.04,1.41,0.08,Pass Types,46.26,6.27,2.69,0.37,0.61,4.55,0.24,3.32,1.49,1.06,0.35,0.32,1.14,Goal and Shot Creation,4.84,2.74,1.17,0.27,0.43,0.16,0.08,0.66,0.43,0.11,0.05,0.03,0.03,0.03,Defense,2.77,1.68,1.2,1.17,0.4,1.49,3.38,44.1%,1.89,1.49,0.21,1.28,1.14,3.91,0.85,0.03,Possession,65.38,1.91,12.44,34.35,19.46,1.73,65.38,2.34,1.22,52.3%,0.9,38.6%,32.86,188.19,97.87,1.78,0.51,1.44,0.61,37.09,Miscellaneous Stats,0.0,1.78,0.82,0.03,0.0,0.0,0.0,8.4,0.21,0.48,30.8%,MF,26-065,NED,Sheffield Utd,https://fbref.com/en/players/eebacc07/Gustavo-Hamer,3385,Defensive Midfield
George Baldock,0.04,0.11,0.15,0.04,0.0,0.0,0.23,0.0,0.03,0.03,0.12,0.16,2.07,3.64,5.55,Shooting,0.42,0.08,18.2%,0.09,0.5,15.8,0.0,0.08,0.0,0.0,Passing,33.31,44.9,74.2%,488.97,184.56,20.44,22.93,89.1%,9.38,13.13,71.4%,2.34,5.24,44.5%,0.12,0.96,2.56,1.45,0.5,Pass Types,36.02,8.77,0.46,0.04,0.27,2.56,8.31,0.0,0.0,0.0,0.0,0.11,1.49,Goal and Shot Creation,1.91,1.49,0.11,0.11,0.08,0.04,0.08,0.19,0.08,0.0,0.0,0.08,0.0,0.04,Defense,1.76,1.26,0.92,0.61,0.23,0.69,1.49,46.2%,0.8,1.3,0.31,1.0,0.88,2.64,1.68,0.0,Possession,54.36,2.34,11.22,21.4,22.17,2.03,54.36,1.23,0.61,50.0%,0.5,40.6%,26.07,140.11,68.56,1.03,0.34,1.23,0.96,29.86,Miscellaneous Stats,0.0,1.26,1.0,0.31,0.0,0.0,0.0,4.94,1.07,0.96,52.8%,"DF,MF",30-172,GRE,Sheffield Utd,https://fbref.com/en/players/394854c4/George-Baldock,2351,Right-Back
Vinicius Souza,0.04,0.04,0.08,0.04,0.0,0.0,0.38,0.04,0.03,0.03,0.02,0.05,0.5,2.84,0.5,Shooting,0.38,0.15,40.0%,0.1,0.25,22.6,0.0,0.08,0.01,0.01,Passing,25.9,32.93,78.6%,431.09,118.78,12.53,14.49,86.5%,10.49,12.8,82.0%,2.04,3.54,57.6%,0.02,0.42,3.07,0.15,0.04,Pass Types,32.16,0.77,0.73,0.0,0.23,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.69,Goal and Shot Creation,1.23,0.88,0.0,0.08,0.08,0.04,0.15,0.12,0.12,0.0,0.0,0.0,0.0,0.0,Defense,3.88,2.5,1.61,1.69,0.58,1.42,2.34,60.7%,0.92,1.31,0.54,0.77,1.65,5.53,1.81,0.04,Possession,45.46,2.84,13.14,26.48,5.99,0.81,45.46,0.69,0.38,55.6%,0.23,33.3%,19.44,90.85,33.78,0.31,0.08,1.15,0.46,22.21,Miscellaneous Stats,0.04,2.31,1.31,0.0,0.0,0.08,0.0,5.57,2.65,2.46,51.9%,MF,24-072,BRA,Sheffield Utd,https://fbref.com/en/players/6a8a7af8/Vinicius-Souza,2342,Defensive Midfield
Max Lowe,0.0,0.28,0.28,0.0,0.0,0.0,0.22,0.0,0.01,0.01,0.13,0.15,1.12,2.96,5.2,Shooting,0.34,0.06,16.7%,0.0,0.0,20.8,0.0,0.04,-0.01,-0.01,Passing,24.54,36.0,68.2%,369.11,137.85,14.87,17.94,82.9%,7.88,11.35,69.5%,1.45,4.36,33.3%,0.1,0.67,2.18,1.12,0.34,Pass Types,33.88,2.07,0.0,0.0,0.0,1.96,2.01,0.06,0.0,0.0,0.0,0.06,1.01,Goal and Shot Creation,1.62,1.4,0.06,0.0,0.06,0.0,0.11,0.45,0.34,0.06,0.0,0.06,0.0,0.0,Defense,3.47,2.57,1.9,1.23,0.34,1.06,1.84,57.6%,0.78,1.73,0.22,1.51,1.23,4.7,1.9,0.0,Possession,47.74,2.4,13.42,18.56,16.16,1.29,47.74,1.01,0.5,50.0%,0.45,44.4%,20.85,91.4,45.73,0.67,0.39,1.73,0.61,24.6,Miscellaneous Stats,0.0,1.34,0.22,0.17,0.0,0.06,0.0,5.48,1.79,1.17,60.4%,"MF,DF",26-109,ENG,Sheffield Utd,https://fbref.com/en/players/7af88b33/Max-Lowe,1610,Left-Back
Chris Basham,0.0,0.11,0.11,0.0,0.0,0.0,0.06,0.0,0.07,0.07,0.05,0.12,1.99,3.75,2.15,Shooting,0.5,0.33,66.7%,0.0,0.0,10.9,0.0,0.15,-0.07,-0.07,Passing,40.45,52.42,77.2%,691.14,268.18,18.93,21.74,87.1%,17.49,21.41,81.7%,3.42,7.39,46.3%,0.06,0.55,2.98,0.39,0.22,Pass Types,47.9,4.47,0.44,0.06,0.28,0.77,3.97,0.06,0.0,0.06,0.0,0.06,0.61,Goal and Shot Creation,1.77,1.43,0.0,0.17,0.06,0.11,0.0,0.33,0.28,0.0,0.0,0.0,0.06,0.0,Defense,1.93,0.99,1.27,0.5,0.17,0.77,1.6,48.3%,0.83,1.1,0.44,0.66,1.71,3.64,4.14,0.0,Possession,64.45,6.29,28.47,27.48,8.99,1.49,64.45,0.66,0.39,58.3%,0.22,33.3%,29.96,169.68,110.91,1.38,0.22,0.77,0.11,33.33,Miscellaneous Stats,0.0,0.83,1.16,0.0,0.0,0.06,0.0,6.46,3.53,2.15,62.1%,MF,35-039,ENG,Sheffield Utd,https://fbref.com/en/players/1aa84968/Chris-Basham,1631,Centre-Back
Yasser Larouci,0.06,0.06,0.11,0.06,0.0,0.0,0.06,0.0,0.03,0.03,0.07,0.11,3.48,3.21,5.03,Shooting,0.61,0.22,36.4%,0.09,0.25,20.2,0.0,0.05,0.02,0.02,Passing,30.74,40.96,75.0%,462.83,180.39,16.64,19.85,83.8%,12.0,15.7,76.4%,1.16,3.26,35.6%,0.07,0.72,2.05,0.83,0.33,Pass Types,32.17,8.57,0.66,0.28,0.0,2.27,7.57,0.28,0.17,0.0,0.0,0.22,1.11,Goal and Shot Creation,1.6,1.16,0.06,0.11,0.11,0.17,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,Defense,1.27,0.61,0.61,0.5,0.17,0.77,1.27,60.9%,0.5,1.05,0.11,0.94,1.55,2.82,2.49,0.0,Possession,54.67,3.87,17.58,24.16,14.32,1.38,54.67,4.42,1.93,43.8%,2.27,51.3%,35.49,253.75,130.85,2.43,0.72,2.27,1.49,31.57,Miscellaneous Stats,0.0,0.77,1.55,0.17,0.0,0.0,0.0,6.14,0.94,0.94,50.0%,DF,22-239,FRA,Sheffield Utd,https://fbref.com/en/players/0ed063d6/Yasser-Larouci,1628,Left-Back
Jayden Bogle,0.13,0.06,0.19,0.13,0.0,0.0,0.45,0.0,0.11,0.11,0.13,0.24,3.12,4.61,5.26,Shooting,1.36,0.32,23.8%,0.1,0.4,18.7,0.0,0.08,0.02,0.02,Passing,30.97,46.04,67.3%,471.82,196.49,17.79,21.75,81.8%,10.71,15.84,67.6%,1.82,5.39,33.7%,0.16,0.91,2.79,1.69,0.39,Pass Types,34.61,11.3,0.19,0.26,0.06,2.73,11.1,0.0,0.0,0.0,0.0,0.13,1.49,Goal and Shot Creation,3.18,2.21,0.19,0.26,0.26,0.13,0.13,0.32,0.26,0.0,0.06,0.0,0.0,0.0,Defense,1.62,1.3,0.52,0.71,0.39,0.84,1.49,56.5%,0.65,1.82,0.13,1.69,0.91,2.53,1.36,0.0,Possession,61.17,2.14,13.44,24.81,24.22,3.51,61.17,4.22,1.56,36.9%,2.14,50.8%,30.91,203.77,103.05,2.6,1.1,3.64,1.1,31.23,Miscellaneous Stats,0.0,1.3,1.04,0.26,0.0,0.0,0.0,6.36,1.49,1.56,48.9%,DF,23-032,ENG,Sheffield Utd,https://fbref.com/en/players/ae5019e6/Jayden-Bogle,1386,Right-Back
Oliver McBurnie,0.53,0.09,0.62,0.53,0.0,0.0,0.31,0.0,0.42,0.42,0.14,0.56,0.58,2.27,6.06,Shooting,3.25,1.51,46.6%,0.16,0.35,11.6,0.0,0.14,0.11,0.11,Passing,17.15,27.7,61.9%,196.39,48.9,11.89,17.41,68.3%,2.94,5.34,55.0%,0.45,0.94,47.6%,0.12,0.89,1.51,0.53,0.04,Pass Types,26.99,0.36,0.04,0.13,0.04,0.4,0.0,0.09,0.0,0.0,0.0,0.36,0.49,Goal and Shot Creation,2.27,1.34,0.0,0.31,0.36,0.22,0.04,0.22,0.04,0.0,0.04,0.13,0.0,0.0,Defense,0.8,0.53,0.13,0.4,0.27,0.4,0.8,50.0%,0.4,0.94,0.13,0.8,0.22,1.02,1.87,0.0,Possession,41.73,2.0,3.3,18.35,20.17,6.01,41.73,1.83,0.67,36.6%,1.11,61.0%,17.32,68.98,21.69,0.85,0.27,2.32,1.16,29.48,Miscellaneous Stats,0.0,1.34,1.34,0.22,0.0,0.0,0.0,2.76,6.5,6.55,49.8%,FW,27-085,SCO,Sheffield Utd,https://fbref.com/en/players/78b8ac63/Oliver-McBurnie,2021,Centre-Forward
Anis Ben Slimane,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.33,0.0,0.0,0.03,0.03,1.65,2.97,3.63,Shooting,0.0,0.0,,,,,0.0,,0.0,0.0,Passing,21.43,33.63,63.7%,394.95,84.73,7.25,11.54,62.9%,9.23,10.88,84.8%,3.63,5.93,61.1%,0.03,0.33,1.98,0.66,0.0,Pass Types,32.31,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.98,Goal and Shot Creation,0.66,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defense,1.98,0.99,0.33,1.65,0.0,0.99,2.64,37.5%,1.65,0.99,0.0,0.99,0.66,2.64,1.32,0.0,Possession,47.14,2.64,6.26,28.68,12.53,0.66,47.14,5.27,1.65,31.3%,3.63,68.8%,30.99,173.74,65.93,0.99,0.66,2.64,0.99,32.97,Miscellaneous Stats,0.33,1.98,1.98,0.0,0.0,0.0,0.0,6.26,0.99,1.98,33.3%,"MF,DF",22-165,TUN,Sheffield Utd,https://fbref.com/en/players/9ade9ce1/Anis-Ben-Slimane,273,
Tom Davies,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.2,0.03,0.22,0.33,5.02,2.17,Shooting,1.51,0.33,22.2%,0.0,0.0,15.7,0.0,0.13,-0.2,-0.2,Passing,28.94,39.15,73.9%,481.62,142.19,14.55,18.57,78.4%,10.71,12.71,84.2%,2.68,4.85,55.2%,0.05,0.33,4.18,0.33,0.0,Pass Types,37.97,1.0,0.84,0.5,0.5,0.33,0.17,0.0,0.0,0.0,0.0,0.17,1.0,Goal and Shot Creation,1.0,0.84,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defense,2.51,1.51,0.84,1.51,0.17,1.17,2.34,50.0%,1.17,1.67,0.17,1.51,0.67,3.18,1.17,0.17,Possession,51.69,2.17,12.38,30.61,9.03,2.51,51.69,1.0,0.5,50.0%,0.5,50.0%,25.09,103.05,42.32,0.17,0.0,2.84,0.67,33.62,Miscellaneous Stats,0.0,1.67,1.0,0.17,0.0,0.0,0.0,4.68,1.17,2.17,35.0%,MF,25-059,ENG,Sheffield Utd,https://fbref.com/en/players/9228b07c/Tom-Davies,538,Central Midfield
Auston Trusty,0.11,0.05,0.16,0.11,0.0,0.0,0.16,0.0,0.07,0.07,0.05,0.12,0.8,2.39,1.22,Shooting,0.4,0.16,40.0%,0.27,0.67,8.2,0.0,0.19,0.03,0.03,Passing,24.27,37.9,64.1%,442.96,173.87,9.29,12.06,77.1%,11.79,16.76,70.4%,2.5,7.01,35.6%,0.02,0.32,1.81,0.16,0.05,Pass Types,31.84,5.92,0.45,0.0,0.16,0.56,5.47,0.0,0.0,0.0,0.0,0.13,0.85,Goal and Shot Creation,0.74,0.56,0.08,0.0,0.11,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,Defense,2.15,1.46,1.33,0.66,0.16,1.04,1.51,68.4%,0.48,1.89,0.82,1.06,1.49,3.64,4.25,0.0,Possession,50.75,5.52,23.56,21.78,5.71,1.14,50.75,0.48,0.19,38.9%,0.27,55.6%,18.22,84.05,42.28,0.53,0.11,1.01,0.37,19.78,Miscellaneous Stats,0.0,1.09,0.66,0.03,0.0,0.03,0.0,5.07,3.05,2.39,56.1%,DF,25-016,USA,Sheffield Utd,https://fbref.com/en/players/cddf767b/Auston-Trusty,3389,Centre-Back
Tim Kleindienst,0.39,0.0,0.39,0.39,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,0.77,0.77,7.34,Shooting,2.7,1.55,57.1%,0.14,0.25,10.6,0.0,0.26,-0.31,-0.31,Passing,18.54,26.65,69.6%,238.71,33.61,11.2,17.0,65.9%,6.18,7.34,84.2%,0.39,0.77,50.0%,0.0,0.0,1.16,0.0,0.0,Pass Types,23.18,3.48,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.77,Goal and Shot Creation,0.77,0.39,0.0,0.0,0.39,0.0,0.0,0.39,0.0,0.0,0.0,0.39,0.0,0.0,Defense,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0%,0.77,0.77,0.0,0.77,0.39,0.39,0.39,0.0,Possession,39.4,0.39,3.48,21.63,15.06,6.57,39.4,1.55,0.39,25.0%,1.16,75.0%,20.86,85.36,24.72,1.55,0.39,4.25,0.39,27.81,Miscellaneous Stats,0.0,0.77,0.0,0.77,0.0,0.0,0.0,2.7,4.25,2.32,64.7%,FW,27-362,GER,Heidenheim,https://fbref.com/en/players/258a6f4d/Tim-Kleindienst,233,Centre-Forward
Nemanja Gudelj,0.11,0.02,0.13,0.11,0.0,0.0,0.3,0.0,0.06,0.06,0.01,0.07,0.81,3.29,0.21,Shooting,1.28,0.23,18.3%,0.08,0.45,24.7,0.15,0.05,0.04,0.04,Passing,44.34,50.02,88.7%,801.26,254.06,17.56,19.19,91.5%,22.64,24.21,93.5%,3.42,5.12,66.8%,0.02,0.15,3.53,0.15,0.04,Pass Types,47.59,2.25,1.74,0.02,0.43,0.11,0.28,0.0,0.0,0.0,0.0,0.17,0.21,Goal and Shot Creation,0.87,0.68,0.04,0.02,0.11,0.02,0.0,0.09,0.06,0.0,0.0,0.02,0.0,0.0,Defense,1.51,1.13,0.83,0.57,0.11,0.7,1.23,56.9%,0.53,1.11,0.81,0.3,1.0,2.51,3.02,0.02,Possession,59.43,6.04,25.4,28.97,5.21,0.57,59.43,0.19,0.09,44.4%,0.06,33.3%,34.35,181.17,102.5,1.04,0.02,0.36,0.06,39.22,Miscellaneous Stats,0.0,0.85,0.7,0.02,0.0,0.0,0.0,4.08,1.55,0.91,62.9%,DF,31-285,SRB,Sevilla,https://fbref.com/en/players/0076ab7f/Nemanja-Gudelj,4234,Defensive Midfield
Youssef En-Nesyri,0.48,0.03,0.51,0.48,0.0,0.0,0.13,0.0,0.42,0.42,0.06,0.49,0.77,0.55,3.44,Shooting,3.21,1.38,43.0%,0.15,0.35,12.2,0.0,0.14,0.06,0.06,Passing,7.81,11.98,65.1%,109.14,15.67,4.95,6.68,74.0%,2.41,3.53,68.2%,0.16,0.55,29.4%,0.03,0.58,0.22,0.1,0.0,Pass Types,9.99,1.9,0.0,0.03,0.06,0.22,0.03,0.0,0.0,0.0,0.0,0.1,0.42,Goal and Shot Creation,1.54,0.9,0.03,0.1,0.42,0.06,0.03,0.16,0.1,0.0,0.03,0.03,0.0,0.0,Defense,0.9,0.42,0.13,0.39,0.39,0.22,0.8,28.0%,0.58,0.32,0.06,0.26,0.19,1.09,0.84,0.0,Possession,22.36,1.0,2.18,9.25,11.02,5.24,22.36,1.48,0.32,21.7%,1.0,67.4%,9.44,45.8,17.12,0.29,0.48,2.12,0.71,14.1,Miscellaneous Stats,0.0,0.74,0.64,0.93,0.0,0.0,0.0,1.57,3.02,4.27,41.4%,FW,26-088,MAR,Sevilla,https://fbref.com/en/players/04e17fd5/Youssef-En-Nesyri,2802,Centre-Forward
Suso,0.15,0.24,0.39,0.15,0.0,0.0,0.1,0.0,0.11,0.11,0.21,0.32,2.59,6.7,8.46,Shooting,2.44,0.98,40.0%,0.06,0.15,24.7,0.29,0.05,0.03,0.03,Passing,37.64,48.5,77.6%,664.47,177.12,19.07,21.36,89.2%,13.3,16.67,79.8%,4.55,7.72,58.9%,0.25,2.25,3.47,2.15,0.78,Pass Types,44.05,4.01,1.17,0.39,1.27,6.6,0.98,1.56,0.49,0.64,0.05,0.44,1.27,Goal and Shot Creation,4.89,3.67,0.44,0.29,0.34,0.1,0.05,0.49,0.24,0.05,0.2,0.0,0.0,0.0,Defense,1.66,1.12,0.44,0.83,0.39,0.88,1.86,47.4%,0.98,0.54,0.1,0.44,0.2,1.86,0.2,0.0,Possession,58.22,0.34,4.84,20.97,33.19,1.91,58.22,3.37,1.96,58.0%,1.12,33.3%,39.3,226.25,99.39,2.25,0.54,1.56,1.81,44.44,Miscellaneous Stats,0.0,1.08,1.76,0.49,0.0,0.0,0.0,4.25,0.54,0.64,45.8%,"MF,FW",29-282,ESP,Sevilla,https://fbref.com/en/players/4e219ad2/Suso,1841,Right Winger
Jesús Navas,0.0,0.03,0.03,0.0,0.0,0.0,0.12,0.0,0.01,0.01,0.11,0.12,2.23,4.88,9.04,Shooting,0.36,0.09,25.0%,0.0,0.0,23.7,0.0,0.03,-0.01,-0.01,Passing,44.61,60.42,73.8%,759.7,230.18,21.93,24.67,88.9%,18.16,24.01,75.7%,3.8,8.13,46.7%,0.14,1.14,3.52,1.78,0.72,Pass Types,51.42,8.61,0.63,0.06,0.51,6.42,7.95,0.03,0.0,0.0,0.0,0.39,1.96,Goal and Shot Creation,2.71,2.56,0.09,0.0,0.0,0.06,0.0,0.3,0.21,0.06,0.0,0.0,0.03,0.0,Defense,1.14,0.78,0.6,0.24,0.3,0.75,1.14,65.8%,0.39,0.87,0.3,0.57,0.99,2.14,2.05,0.03,Possession,68.16,2.68,15.33,25.81,27.38,1.27,68.16,0.81,0.36,44.4%,0.3,37.0%,40.21,197.62,93.04,1.6,0.42,0.81,0.42,43.8,Miscellaneous Stats,0.0,0.27,1.23,0.3,0.0,0.0,0.03,6.17,0.6,1.08,35.7%,DF,37-280,ESP,Sevilla,https://fbref.com/en/players/3f10bd22/Jesus-Navas,2988,Right-Back
Ivan Rakitić,0.03,0.17,0.19,0.0,0.03,0.06,0.19,0.03,0.13,0.09,0.11,0.2,1.95,7.16,3.63,Shooting,1.73,0.3,17.5%,0.0,0.0,25.5,0.25,0.05,-0.1,-0.09,Passing,49.43,61.07,80.9%,908.81,247.05,23.15,26.12,88.6%,18.08,20.89,86.6%,6.83,10.79,63.3%,0.14,1.65,5.53,1.1,0.22,Pass Types,54.22,6.72,3.36,0.08,1.79,3.99,0.61,2.67,0.5,1.35,0.0,0.14,1.24,Goal and Shot Creation,3.58,2.17,1.05,0.03,0.17,0.11,0.06,0.28,0.14,0.14,0.0,0.0,0.0,0.0,Defense,1.93,1.18,0.55,0.91,0.47,0.88,1.98,44.4%,1.1,0.99,0.19,0.8,1.05,2.97,0.85,0.0,Possession,70.54,1.4,11.17,36.83,23.17,1.54,70.49,0.8,0.28,34.5%,0.3,37.9%,41.01,182.34,92.37,1.98,0.14,1.32,0.69,47.81,Miscellaneous Stats,0.0,0.99,1.32,0.11,0.0,0.0,0.0,6.33,0.85,1.16,42.5%,MF,35-171,CRO,Sevilla,https://fbref.com/en/players/89f951b5/Ivan-Rakitic,3270,Central Midfield
Lucas Ocampos,0.25,0.15,0.4,0.1,0.15,0.15,0.4,0.0,0.33,0.21,0.1,0.31,2.88,2.73,8.48,Shooting,2.37,0.66,27.7%,0.04,0.15,15.3,0.0,0.09,-0.08,-0.11,Passing,24.75,34.6,71.5%,354.29,71.52,15.15,18.23,83.1%,7.53,10.25,73.4%,1.11,2.78,40.0%,0.09,1.11,1.26,0.71,0.25,Pass Types,31.92,2.22,0.15,0.0,0.3,2.32,1.72,0.05,0.0,0.0,0.0,0.45,1.36,Goal and Shot Creation,3.13,2.32,0.0,0.25,0.2,0.25,0.1,0.3,0.25,0.0,0.0,0.0,0.05,0.0,Defense,2.27,1.36,0.86,0.86,0.56,1.01,2.63,38.5%,1.62,1.16,0.1,1.06,0.66,2.93,0.4,0.05,Possession,50.76,0.86,5.05,19.6,27.27,5.56,50.61,5.66,2.32,41.1%,2.93,51.8%,33.18,202.42,92.07,2.02,1.36,3.28,1.36,36.06,Miscellaneous Stats,0.0,1.36,2.17,0.45,0.05,0.0,0.0,5.91,2.22,1.97,53.0%,FW,29-048,ARG,Sevilla,https://fbref.com/en/players/a08b974a/Lucas-Ocampos,1782,Left Winger
